"회계년도","소관명","회계명","계정명","분야명","부문명","프로그램명","단위사업명","세부사업명","경비구분","정부안금액(천원)","국회확정금액(천원)"
"2007","여성가족부","여성발전기금",,"사회복지","보육・가족및여성","가족기능강화","국제결혼이주여성지원","결혼이민자찾아가는서비스","주요사업비(기금사업비)","200000","200000"
"2007","여성가족부","여성발전기금",,"사회복지","보육・가족및여성","가족기능강화","취약계층아동양육지원","결혼이민자가족아동양육지원","주요사업비(기금사업비)","1920000","1920000"
"2007","여성가족부","여성발전기금",,"사회복지","보육・가족및여성","가족기능강화","취약계층아동양육지원","결혼이민자가족아동양육지원관리","주요사업비(기금사업비)","128000","128000"
"2007","여성가족부","여성발전기금",,"사회복지","보육・가족및여성","가족기능강화","취약계층아동양육지원","장애아가족아동양육지원","주요사업비(기금사업비)","2334000","2334000"
"2007","여성가족부","여성발전기금",,"사회복지","보육・가족및여성","가족기능강화","취약계층아동양육지원","장애아가족아동양육지원프로그램개발","주요사업비(기금사업비)","66000","66000"
"2007","여성가족부","여성발전기금",,"사회복지","보육・가족및여성","기금간거래(전출금)","복권기금반환금(여성발전기금)","복권기금반환금(여성발전기금)","주요사업비(기금사업비)","6644783","6644783"
"2007","여성가족부","여성발전기금",,"사회복지","보육・가족및여성","여성가족부행정지원","국제전문여성인력양성","국제전문여성인력양성","주요사업비(기금사업비)","184000","184000"
"2007","여성가족부","여성발전기금",,"사회복지","보육・가족및여성","여성가족부행정지원(기금운영비)","기금운영비","기금관리비","기본경비(경상운영비)","13000","13000"
"2007","여성가족부","여성발전기금",,"사회복지","보육・가족및여성","여성가족부행정지원(기금운영비)","기금운영비","사업운영비","기본경비(경상운영비)","45000","45000"
"2007","여성가족부","여성발전기금",,"사회복지","보육・가족및여성","여성가족부행정지원(기금운영비)","기금운영비","사업운영비(복권기금)","기본경비(경상운영비)","80000","80000"
"2007","여성가족부","여성발전기금",,"사회복지","보육・가족및여성","여성권익증진","가정성폭력피해회복및재발방지","가정성폭력피해회복및재발방지사업","주요사업비(기금사업비)","5132000","5132000"
"2007","여성가족부","여성발전기금",,"사회복지","보육・가족및여성","여성권익증진","성매매방지사업","성매매방지중앙지원센터운영","주요사업비(기금사업비)","962000","962000"
